corpus_row,google_volume_id,title,author,bucket,reason,existing_audit_tier
177,kR1wAAAAQBAJ,Market Microstructure in Emerging and Developed Markets,"H. Kent Baker, Halil Kiymaz",NEEDS_JUDGE,"no annotation, no verdict yet",
178,jyv8EAAAQBAJ,C++ High Performance for Financial Systems,Ariel Silahian,NEEDS_JUDGE,"no annotation, no verdict yet",
179,OCY60QEACAAJ,Market Microstructure and Algorithmic Trading,Venice Trex,NEEDS_JUDGE,"no annotation, no verdict yet",
180,-uxaAAAAYAAJ,The Microstructure of Financial Derivatives Markets,"Brenda González-Hermosillo, Bank of Canada",NEEDS_JUDGE,"no annotation, no verdict yet",
181,6l0DDQAAQBAJ,High-Frequency Trading,Irene Aldridge,NEEDS_JUDGE,"no annotation, no verdict yet",
182,RR2m9vsSqboC,Market Microstructure,"Frédéric Abergel, Jean-Philippe Bouchaud, Thierry Foucault, Charles-Albert Lehalle, Mathieu Rosenbaum",NEEDS_JUDGE,"no annotation, no verdict yet",
183,EuU2CwAAQBAJ,The Role of Market-Maker/Dealer Inventories in the Price Formation Process,Evelyn Rill,NEEDS_JUDGE,"no annotation, no verdict yet",
184,RzOIDwAAQBAJ,Lecture Notes In Market Microstructure And Trading,Peter Joakim Westerholm,NEEDS_JUDGE,"no annotation, no verdict yet",
185,ZfQJAQAAMAAJ,Encyclopedia of Business Ethics and Society,Robert W. Kolb,NEEDS_JUDGE,"no annotation, no verdict yet",
186,S_0GEQAAQBAJ,Financial Statement Analysis for Value Investing,"Stephen Penman, Peter F. Pope",NEEDS_JUDGE,"no annotation, no verdict yet",
187,_aN7swEACAAJ,Financial Statement Analysis,Andrew P. C.,NEEDS_JUDGE,"no annotation, no verdict yet",
188,te4FEQAAQBAJ,Investment Analysis and Portfolio Management,"Dr.Girija Nandini, Dr.Pramod Kumar Patjoshi",NEEDS_JUDGE,"no annotation, no verdict yet",
189,IlizCgAAQBAJ,Quantitative Investment Analysis,"Richard A. DeFusco, Dennis W. McLeavey, Jerald E. Pinto, David E. Runkle, Mark J. P. Anson",NEEDS_JUDGE,"no annotation, no verdict yet",
190,2cl6EAAAQBAJ,Financial Statement Analysis,"Martin S. Fridson, Fernando Alvarez",NEEDS_JUDGE,"no annotation, no verdict yet",
191,UUeaAAAAQBAJ,Financial Statement Analysis,"Martin S. Fridson, Fernando Alvarez",NEEDS_JUDGE,"no annotation, no verdict yet",
192,B_wwBgAAQBAJ,International Financial Statement Analysis,"Thomas R. Robinson, Elaine Henry, Wendy L. Pirie, Michael A. Broihahn",AUTO_KEEP,"manual annotation (8 anns, max strength 1.0)",
193,w5JR5o6QGI4C,Financial Reporting and Analysis,Lawrence Revsine,NEEDS_JUDGE,"no annotation, no verdict yet",
194,8cAiAwAAQBAJ,Asian Financial Statement Analysis,"ChinHwee Tan, Thomas R. Robinson",NEEDS_JUDGE,"no annotation, no verdict yet",
195,Nya7Nls60RgC,Investment Analysis & Portfolio Selection,"Herbert E. Phillips, John C. Ritchie",NEEDS_JUDGE,"no annotation, no verdict yet",
196,hWXHTSkKsVEC,International Financial Statement Analysis,"Thomas R. Robinson, Hennie van Greuning, CFA, Elaine Henry, Michael A. Broihahn",NEEDS_JUDGE,"no annotation, no verdict yet",
197,7_krPwAACAAJ,Financial Statement Analysis and Security Valuation,Stephen Penman,NEEDS_JUDGE,"no annotation, no verdict yet",
198,M4GzEAAAQBAJ,Fundamental Analysis For Dummies,Matthew Krantz,NEEDS_JUDGE,"no annotation, no verdict yet",
199,K6t3q8sVcocC,Financial and Management Accounting,"Diamond, Hansen",NEEDS_JUDGE,"no annotation, no verdict yet",
200,u7IYEQAAQBAJ,High-Performance Algorithmic Trading Using AI,Melick R. Baranasooriya,NEEDS_JUDGE,"no annotation, no verdict yet",
201,PUXxAAAAQBAJ,Professional Automated Trading,Eugene A. Durenard,NEEDS_JUDGE,"no annotation, no verdict yet",
202,MqlMEQAAQBAJ,The Evolution of On-Chain Trading,Dwayne Anderson,NEEDS_JUDGE,"no annotation, no verdict yet",
203,KUq7EQAAQBAJ,Treasury Bond Futures and Options,"Owain Johnson, Eric Leininger, Jonathan Kronstein, Agha Mirza",NEEDS_JUDGE,"no annotation, no verdict yet",
204,F-7hM6Fc36AC,Breaking the Black Box,Martin J. Pring,NEEDS_JUDGE,"no annotation, no verdict yet",
205,tkj7zGTNlmEC,All About Technical Analysis,Constance M. Brown,NEEDS_JUDGE,"no annotation, no verdict yet",
206,RLDa-quGM8MC,Secrets of the SOES Bandit,"Harvey I. Houtkin, David Waldman",NEEDS_JUDGE,"no annotation, no verdict yet",
207,5z3BDgAAQBAJ,Currency Kings: How Billionaire Traders Made their Fortune Trading Forex and How You Can Too,Ben Robson,NEEDS_JUDGE,"no annotation, no verdict yet",
208,e9Fx3qMbt48C,The Trading Systems Toolkit,Joe Krutsinger,NEEDS_JUDGE,"no annotation, no verdict yet",
209,yxHOYMzHTUYC,Mastering Futures Trading,Bo Yoder,NEEDS_JUDGE,"no annotation, no verdict yet",
210,sAm7AAAAIAAJ,International Directory of Company Histories,"Tina Grant, Thomas Derdak",NEEDS_JUDGE,"no annotation, no verdict yet",
211,LmnU0QEACAAJ,Algorithmic FX & Currency Trading with Python,"Vincent Bisette, James Preston",NEEDS_JUDGE,"no annotation, no verdict yet",
212,ySLJEQAAQBAJ,Zero-Fee Illusion,Ada T. Thornhill,NEEDS_JUDGE,"no annotation, no verdict yet",
213,tNjEK17eth4C,Strategic Trading in Illiquid Markets,Burkart Mönch,NEEDS_JUDGE,"no annotation, no verdict yet",
214,c97m0QEACAAJ,The Structural Trading Constitution,Donovan Sandifer,NEEDS_JUDGE,"no annotation, no verdict yet",
215,R05zEQAAQBAJ,The Liquidity Blueprint,Ishan Saraf,NEEDS_JUDGE,"no annotation, no verdict yet",
216,N1eGEQAAQBAJ,"The Hidden Cost Trap: Uncovering Fees, Spreads, and Slippage—and the Simple Strategies to Keep More of Your Money",Quentin Ashbourne,NEEDS_JUDGE,"no annotation, no verdict yet",
217,OAib0QEACAAJ,Market Microstructure & High-Frequency Trading,"Hayden Van Der Post, James Preston",NEEDS_JUDGE,"no annotation, no verdict yet",
218,ypHi0QEACAAJ,Architecting AI Forex Trading Systems,Konstantin Titov,NEEDS_JUDGE,"no annotation, no verdict yet",
219,dcqv0QEACAAJ,Reinforcement Learning for Live Market Execution,Sterling Whitmore,NEEDS_JUDGE,"no annotation, no verdict yet",
220,urS70QEACAAJ,Execution Intelligence,James Preston,NEEDS_JUDGE,"no annotation, no verdict yet",
221,kIPd0QEACAAJ,Nonlinear Risk Systems,James Preston,NEEDS_JUDGE,"no annotation, no verdict yet",
222,yrFbEAAAQBAJ,Trading and Investing for Beginners,Rubén Villahermosa,NEEDS_JUDGE,"no annotation, no verdict yet",
223,e_G4AAAAIAAJ,Financial Market Liberalization,Olin Lewis Wethington,NEEDS_JUDGE,"no annotation, no verdict yet",
224,skQUAQAAMAAJ,Protecting Shareholder Value,Abraham M. George,NEEDS_JUDGE,"no annotation, no verdict yet",
225,oG0uAQAAIAAJ,Towards Harmonious Society,Alfred Aisedionlen,NEEDS_JUDGE,"no annotation, no verdict yet",
226,UMcPs3gyA6oC,Impact of the COVID-19 Pandemic on Trade and Development,United Nations Publications,NEEDS_JUDGE,"no annotation, no verdict yet",
227,5E0nAQAAIAAJ,"American Book Publishing Record Cumulative, 1876-1949",R.R. Bowker Company. Department of Bibliography,NEEDS_JUDGE,"no annotation, no verdict yet",
228,1-YEAQAAIAAJ,Basics of Multilateral Institutions and Multinational Organizations,G. Gregory Letterman,NEEDS_JUDGE,"no annotation, no verdict yet",
229,XZSPvoEQMCMC,Monetary Policy in the Countries of the European Economic Community,European Economic Community. Monetary Committee,NEEDS_JUDGE,"no annotation, no verdict yet",
230,r2ymAAAAIAAJ,European Monetary Union,Georges Caravelis,NEEDS_JUDGE,"no annotation, no verdict yet",
231,KerLEQAAQBAJ,Value Investing: A Guide for Individual Investors,Miguel A. Muñoz,NEEDS_JUDGE,"no annotation, no verdict yet",
232,rRH9EAAAQBAJ,"Value Investing Essentials: Principles, Strategies, and Insights",Abhishek Parihar,NEEDS_JUDGE,"no annotation, no verdict yet",
233,leX6EAAAQBAJ,Stock Market Investing Course,Brian Smith,NEEDS_JUDGE,"no annotation, no verdict yet",
234,NaMQEQAAQBAJ,Mastering Stock Market Investing: From History to Strategy,HECTOR J. M,NEEDS_JUDGE,"no annotation, no verdict yet",
235,7QVFAAAAYAAJ,Fundamentals of Investment Management,"Geoffrey A. Hirt, Stanley B. Block",NEEDS_JUDGE,"no annotation, no verdict yet",
236,TnoeAQAAIAAJ,Fundamentals of Investments,"Gordon J. Alexander, William F. Sharpe, Jeffery V. Bailey",NEEDS_JUDGE,"no annotation, no verdict yet",
237,ctoTAQAAIAAJ,Investing in the Nigerian Capital Market,Suleiman Akwu-Odo Salihu Aruwa,NEEDS_JUDGE,"no annotation, no verdict yet",
238,qKBzRDHHD2IC,Valuing Financial Institutions,Z. Christopher Mercer,NEEDS_JUDGE,"no annotation, no verdict yet",
239,OugJAQAAMAAJ,Electronic Swing Trading for Maximum Profit,Misha T. Sarkovich,NEEDS_JUDGE,"no annotation, no verdict yet",
240,SGYPAQAAMAAJ,Practical Investment Management,Robert A. Strong,NEEDS_JUDGE,"no annotation, no verdict yet",
241,3OAJAQAAMAAJ,Active Asset Allocation,"Walter R. Good, Jack R. Meyer",NEEDS_JUDGE,"no annotation, no verdict yet",
242,FvwJAQAAMAAJ,Investing with Exchange-Traded Funds Made Easy,Marvin Appel,NEEDS_JUDGE,"no annotation, no verdict yet",
243,gk4UAQAAMAAJ,Value Investing Today,Charles H. Brandes,NEEDS_JUDGE,"no annotation, no verdict yet",
244,vna3AAAAIAAJ,Investment Banking and Investment Opportunities in China,K. Thomas Liaw,NEEDS_JUDGE,"no annotation, no verdict yet",
245,QouyAAAAIAAJ,Finance and Investment Handbook,"John Downes, Jordan Elliot Goodman",NEEDS_JUDGE,"no annotation, no verdict yet",
246,KIsrAQAAMAAJ,The Intelligent Guide to Stock Market Investment,"Kevin Keasey, Robert Hudson, Kevin Littler",NEEDS_JUDGE,"no annotation, no verdict yet",
247,g21aAAAAYAAJ,Value Investing with the Masters,Kirk Kazanjian,NEEDS_JUDGE,"no annotation, no verdict yet",
248,a20PAQAAMAAJ,"Financial Institutions, Investments, and Management",Herbert B. Mayo,NEEDS_JUDGE,"no annotation, no verdict yet",
249,GeYJAQAAMAAJ,"Investing with the Insiders, Legally","Aaron B. Feigen, Donald James Christensen",NEEDS_JUDGE,"no annotation, no verdict yet",
250,su0JAQAAMAAJ,The Psychology of Electronic Trading,Brendon C. W. Seeto,NEEDS_JUDGE,"no annotation, no verdict yet",
251,gxsWAQAAMAAJ,British Financial Markets and Institutions,"Jenifer Piesse, K. V. Peasnell, Charles W. R. Ward",NEEDS_JUDGE,"no annotation, no verdict yet",
252,sgVDAAAAIAAJ,Fundamentals of Investment,Samuel O. Rice,NEEDS_JUDGE,"no annotation, no verdict yet",
253,JlLtAAAAMAAJ,The Pension Plan Investor,Daniel M. Kehrer,NEEDS_JUDGE,"no annotation, no verdict yet",
254,AyAjCpE6G04C,Technical Analysis of the Futures Markets,John J. Murphy,NEEDS_JUDGE,"no annotation, no verdict yet",
255,yQwwBwAAQBAJ,Technical Analysis Of Stock Market For Beginners,Stock Market Guru,NEEDS_JUDGE,"no annotation, no verdict yet",
256,ZRzJoUYAYFoC,The Day Trader's Manual,William F. Eng,NEEDS_JUDGE,"no annotation, no verdict yet",
257,zlAUAQAAMAAJ,Jake Bernstein's Facts on Futures,Jacob Bernstein,NEEDS_JUDGE,"no annotation, no verdict yet",
258,3tgpAQAAMAAJ,How the Average Investor Can Use Technical Analysis for Stock Profits,James Dines,NEEDS_JUDGE,"no annotation, no verdict yet",
259,x9SwAAAAIAAJ,International Money and Foreign Exchange Markets,Julian Walmsley,NEEDS_JUDGE,"no annotation, no verdict yet",
260,N6CxAAAAIAAJ,The Valuation of Shares and the Efficient-markets Theory,Michael Arthur Firth,NEEDS_JUDGE,"no annotation, no verdict yet",
261,9FGyAAAAIAAJ,How Well Do Foreign Exchange Markets Function,Jeffrey A. Frankel,NEEDS_JUDGE,"no annotation, no verdict yet",
262,XYYhzUWOs78C,Booms and busts,James Ciment,NEEDS_JUDGE,"no annotation, no verdict yet",
263,UdbBAAAAIAAJ,Behavioral Finance,"Joachim Goldberg, Rüdiger von Nitzsch",NEEDS_JUDGE,"no annotation, no verdict yet",
264,7583AAAAMAAJ,"Writer's Market, 1997",Kirsten C. Holm,NEEDS_JUDGE,"no annotation, no verdict yet",
265,0UIUAQAAMAAJ,Timing the Market,Curtis M. Arnold,NEEDS_JUDGE,"no annotation, no verdict yet",
266,WrwWvgL1YRkC,The Corporation Trust Company's Federal Trade Commission Service: Docket of complaints; Stipulations,Corporation Trust Company,NEEDS_JUDGE,"no annotation, no verdict yet",
267,BJUpAQAAMAAJ,Financial Futures,"Carroll R. Melton, Terry Vance Pukula",NEEDS_JUDGE,"no annotation, no verdict yet",
268,Iw5BDwAAQBAJ,Risk Management for Forex Trading Beginners,J.R. Bosanko,NEEDS_JUDGE,"no annotation, no verdict yet",
269,rvMJAQAAMAAJ,Global Investment Risk Management,Ezra Zask,NEEDS_JUDGE,"no annotation, no verdict yet",
270,nYZFDwAAQBAJ,Risk Management for Forex Trading Beginners,Jose Pecunia,NEEDS_JUDGE,"no annotation, no verdict yet",
271,nGrsAAAAMAAJ,Economic Review,Federal Reserve Bank of Atlanta,NEEDS_JUDGE,"no annotation, no verdict yet",
272,t1IPAQAAMAAJ,Financial Engineering,John Francis Marshall,NEEDS_JUDGE,"no annotation, no verdict yet",
273,QXnsAAAAMAAJ,Chasing Alpha,Philip Augar,NEEDS_JUDGE,"no annotation, no verdict yet",
274,LxsWAQAAMAAJ,The Current State of Business Disciplines: Finance,Shri Bhagwan Dahiya,NEEDS_JUDGE,"no annotation, no verdict yet",
275,pdvm-2qT2hIC,Report of the Trade and Development Board ...,United Nations Conference on Trade and Development. Trade and Development Board,NEEDS_JUDGE,"no annotation, no verdict yet",
276,gaoYNaEUGm0C,The Internet Investor,J. Timothy Maude,NEEDS_JUDGE,"no annotation, no verdict yet",
277,DmEPAQAAMAAJ,Behavioral Finance,Hersh Shefrin,NEEDS_JUDGE,"no annotation, no verdict yet",
278,CZQMoJbYfn4C,Annual Report,Suomen Pankki,NEEDS_JUDGE,"no annotation, no verdict yet",
279,Vqjfnk0pf2kC,Planning Your First International Investment Trip,Canada. Department of Foreign Affairs and International Trade. Investment Marketing Division,NEEDS_JUDGE,"no annotation, no verdict yet",
280,QyVFAAAAYAAJ,Forest Carbon and Local Livelihoods,"Joyotee Smith, Sara J. Scherr",NEEDS_JUDGE,"no annotation, no verdict yet",
281,uBYWAQAAMAAJ,Proceedings of the Insurance Accounting and Systems Association,Insurance Accounting and Systems Association,NEEDS_JUDGE,"no annotation, no verdict yet",
282,vMJLAAAAYAAJ,The Redemption of Labour,Cecil Balfour Phipson,NEEDS_JUDGE,"no annotation, no verdict yet",
283,jH5AAQAAIAAJ,Takeovers and Freezeouts,"Martin Lipton, Erica H. Steinberger",NEEDS_JUDGE,"no annotation, no verdict yet",
284,WKowAQAAMAAJ,The New Science of Asset Allocation,Warren E. Bitters,NEEDS_JUDGE,"no annotation, no verdict yet",
285,pyIUAQAAMAAJ,Managing Pension Funds in a Volatile Environment,Patrick J. Davey,NEEDS_JUDGE,"no annotation, no verdict yet",
286,Iv0gqPfGTq4C,Annual Report,Hong Kong Monetary Authority,NEEDS_JUDGE,"no annotation, no verdict yet",
287,aqPXEQAAQBAJ,Trading Psychology and Decision Making,Chism Faustino,NEEDS_JUDGE,"no annotation, no verdict yet",
288,Z0yBEQAAQBAJ,Trading Psychology: Mastering Your Mind in the Crypto Markets,Rozan Spirit,NEEDS_JUDGE,"no annotation, no verdict yet",
289,0M7m5EhDRFsC,Three Essays on Behavioral Finance,Gabriele M. Lepori,NEEDS_JUDGE,"no annotation, no verdict yet",
290,1KdHAAAAYAAJ,Psychological Traits and Trading Strategies,Bruno Biais,NEEDS_JUDGE,"no annotation, no verdict yet",
291,_yw-AQAAIAAJ,Insider Trading,"William K. S. Wang, Marc I. Steinberg",NEEDS_JUDGE,"no annotation, no verdict yet",
292,FnwrAQAAMAAJ,Counterintuitive Investing,Harlan D. Platt,NEEDS_JUDGE,"no annotation, no verdict yet",
293,_mlaAAAAYAAJ,Technical Analysis,"Charles D. Kirkpatrick, Julie R. Dahlquist",NEEDS_JUDGE,"no annotation, no verdict yet",
294,CUQSAQAAIAAJ,Social Simulation,"Bruce Edmonds, Cesareo Hernandez, Klaus G. Troitzsch",NEEDS_JUDGE,"no annotation, no verdict yet",
295,gaaZAAAAIAAJ,Pioneers of Financial Economics: Twentieth-century contributions,"Geoffrey Poitras, Franck Jovanovic",NEEDS_JUDGE,"no annotation, no verdict yet",
296,79s-AQAAIAAJ,Securities Regulation,"John C. Coffee, Hillary A. Sale",NEEDS_JUDGE,"no annotation, no verdict yet",
297,EM5XAAAAYAAJ,The Psychology of Investing,John R. Nofsinger,NEEDS_JUDGE,"no annotation, no verdict yet",
298,Dk1xwkeqGI8C,"A THEORY OF OVERCONFIDENCE, SELF-ATTRIBUTIONS AND SECURITY MARKET UNDER- AND OVERRACTIONS",KENT DANIEL,NEEDS_JUDGE,"no annotation, no verdict yet",
299,EB9JAAAAYAAJ,Cornell University Courses of Study,Cornell University,NEEDS_JUDGE,"no annotation, no verdict yet",
300,C_YJAQAAMAAJ,From Early Warning Systems to Asset Managers' Behavior,Daniela Beckmann,NEEDS_JUDGE,"no annotation, no verdict yet",
301,kQdFAAAAYAAJ,Investments,"Frank K. Reilly, Edgar Norton",NEEDS_JUDGE,"no annotation, no verdict yet",
302,25qyAAAAIAAJ,Dictionary of Finance and Investment Terms,"John Downes, Jordan Elliot Goodman",NEEDS_JUDGE,"no annotation, no verdict yet",
303,O-zrAAAAMAAJ,Investment Cycles in Capitalist Economies,Jerry Courvisanos,NEEDS_JUDGE,"no annotation, no verdict yet",
304,Y1Y-gTPm0AMC,Comprehensive Annual Financial Report,Fire and Police Pension Association of Colorado,NEEDS_JUDGE,"no annotation, no verdict yet",
305,hnerUBxF0esC,Forbes,Bertie Charles Forbes,NEEDS_JUDGE,"no annotation, no verdict yet",
306,ko626Pmb70cC,International Journal of Production Economics,Elsevier,NEEDS_JUDGE,"no annotation, no verdict yet",
307,duUJAQAAMAAJ,A Practical Guide to Sovereign Wealth Funds,Adnan Hassan,NEEDS_JUDGE,"no annotation, no verdict yet",
308,FSG3AAAAIAAJ,"Banking, Financial Integration, and International Crises","Leonardo Hernández, Klaus Schmidt-Hebbel",NEEDS_JUDGE,"no annotation, no verdict yet",
309,GIUnAQAAIAAJ,International Handbook of Development Economics,"Amitava Krishna Dutt, Jaime Ros",NEEDS_JUDGE,"no annotation, no verdict yet",
310,KV2SuNO1r8AC,Catalog,University of Colorado Boulder,NEEDS_JUDGE,"no annotation, no verdict yet",
311,PKn6aOHVBgMC,Congressional Record,United States. Congress,NEEDS_JUDGE,"no annotation, no verdict yet",
312,PlnIUbpCi6gC,Access Register,Canada,NEEDS_JUDGE,"no annotation, no verdict yet",
313,jEyyAAAAIAAJ,International Trade and Business Cycles,Marianne Baxter,NEEDS_JUDGE,"no annotation, no verdict yet",
314,sX63AAAAIAAJ,World Economic Interdependence and the Evolving North-South Relationship,Organisation for Economic Co-operation and Development,NEEDS_JUDGE,"no annotation, no verdict yet",
315,YyRZAAAAYAAJ,Surplus Capacity in the International Metals Industry,"John Cordes, Thomas F. Torries",NEEDS_JUDGE,"no annotation, no verdict yet",
316,R8nxAAAAMAAJ,Trustee Investment Strategy for Endowments and Foundations,Chris Russell,NEEDS_JUDGE,"no annotation, no verdict yet",
317,OJjwAAAAMAAJ,Rekindling Investment for Economic Development in Nigeria,Nigerian Economic Society. Annual Conference,NEEDS_JUDGE,"no annotation, no verdict yet",
318,s9Y3AQAAIAAJ,Aanwinsten van de Centrale Bibliotheek (Queteletfonds),Bibliothèque centrale (Fonds Quetelet),NEEDS_JUDGE,"no annotation, no verdict yet",
319,aRxqslpQs5EC,Index to Overhead Transparencies,National Information Center for Educational Media,NEEDS_JUDGE,"no annotation, no verdict yet",
320,fpJYAAAAYAAJ,Index to Educational Overhead Transparencies,National Information Center for Educational Media,NEEDS_JUDGE,"no annotation, no verdict yet",
321,W1cdAQAAMAAJ,Transactions Costs and Internal Labor Markets,Sherwin Rosen,NEEDS_JUDGE,"no annotation, no verdict yet",
322,QpxUcdX9rK0C,Tax Neutrality and Intangible Capital,"Don Fullerton, Andrew B. Lyon",NEEDS_JUDGE,"no annotation, no verdict yet",
323,wWZZAAAAYAAJ,Contraction and Expansion,Richard Barry Freeman,NEEDS_JUDGE,"no annotation, no verdict yet",
324,KWFHAQAAIAAJ,Can States Stop Corporate Takeovers?,Sharon Pamepinto,NEEDS_JUDGE,"no annotation, no verdict yet",
325,IicNAQAAMAAJ,The Parliamentary Debates (Hansard).,Great Britain. Parliament. House of Lords,NEEDS_JUDGE,"no annotation, no verdict yet",
326,bSAuAAAAMAAJ,Marketing and Economic Development,"James E. Littlefield, Magdolna Csath",NEEDS_JUDGE,"no annotation, no verdict yet",
327,tbiAEQAAQBAJ,Python for Automated Trading Systems,J.P.Morgan,NEEDS_JUDGE,"no annotation, no verdict yet",
328,0eYJAQAAMAAJ,Strategic Futures Trading,Jacob Bernstein,NEEDS_JUDGE,"no annotation, no verdict yet",
329,JdgpAQAAMAAJ,Computerized Trading,Mark Jurik,NEEDS_JUDGE,"no annotation, no verdict yet",
330,mtoJAQAAMAAJ,Electronic Currency Trading for Maximum Profit,"Keith Long, Kurt Walter",NEEDS_JUDGE,"no annotation, no verdict yet",
331,U4kiAQAAMAAJ,The Compleat Day-trader,Jacob Bernstein,NEEDS_JUDGE,"no annotation, no verdict yet",
332,0o0WAQAAMAAJ,The C.F.A. Digest,Institute of Chartered Financial Analysts,NEEDS_JUDGE,"no annotation, no verdict yet",
333,Uu4JAQAAMAAJ,What Works in Online Trading,Mark Etzkorn,NEEDS_JUDGE,"no annotation, no verdict yet",
334,BM8QAQAAMAAJ,Getting More Out of TIAA-CREF,John J. Harrigan,NEEDS_JUDGE,"no annotation, no verdict yet",
335,gnVaAAAAYAAJ,The Austrian Financial Markets,Wolfgang Müller,NEEDS_JUDGE,"no annotation, no verdict yet",
336,P9IJAQAAMAAJ,How to Select Top-performing Mutual Fund Investments,"Aaron H. Coleman, David H. Coleman",NEEDS_JUDGE,"no annotation, no verdict yet",
337,j-QbAQAAMAAJ,Emerging Governance Practices in Enterprise Risk Management,Matteo Tonello,NEEDS_JUDGE,"no annotation, no verdict yet",
338,VM6RAAAAIAAJ,Annual Report,Mitsubishi Tōkyō Fainansharu Gurūpu,NEEDS_JUDGE,"no annotation, no verdict yet",
339,0W9aAAAAYAAJ,INFORMS Annual Meeting,Institute for Operations Research and the Management Sciences. National Meeting,NEEDS_JUDGE,"no annotation, no verdict yet",
340,6GNaAAAAYAAJ,Consultants and Consulting Organizations Directory,Janice W. McLean,NEEDS_JUDGE,"no annotation, no verdict yet",
341,GgIrEQAAQBAJ,Building Algorithmic Trading Systems,William Johnson,NEEDS_JUDGE,"no annotation, no verdict yet",
342,QY0qEQAAQBAJ,Financial Econometrics,William Johnson,NEEDS_JUDGE,"no annotation, no verdict yet",
343,nuoJAQAAMAAJ,Continuous-time Methods and Market Microstructure,Andrew Wen-Chuan Lo,NEEDS_JUDGE,"no annotation, no verdict yet",
344,Hju3AAAAIAAJ,Market Microstructure and Market Liquidity,"Jun Muranaga, Tokiko Shimizu",NEEDS_JUDGE,"no annotation, no verdict yet",
345,Wa4-rpTArC0C,Econometric Models of Limit-order Executions,"Andrew Wen-Chuan Lo, Archie Craig MacKinlay, June Zhang",NEEDS_JUDGE,"no annotation, no verdict yet",
346,TDu3AAAAIAAJ,Expectations and Market Microstructure when Liquidity is Lost,"Jun Muranaga, Tokiko Shimizu",NEEDS_JUDGE,"no annotation, no verdict yet",
347,0i0-AQAAIAAJ,The Law and Economics of Best Execution,Jonathan R. Macey,NEEDS_JUDGE,"no annotation, no verdict yet",
348,U19JS5EWBA4C,The Microstructure of Securities Markets,Kalman J. Cohen,NEEDS_JUDGE,"no annotation, no verdict yet",
349,kMfvaoBR7CgC,The Flow of Information in Financial Markets,Allan A. Zebedee,NEEDS_JUDGE,"no annotation, no verdict yet",
350,mTsojU123lMC,Journal of Financial Economics,"Graduate School of Management, Harvard University, University of Rochester",NEEDS_JUDGE,"no annotation, no verdict yet",
351,5vPukh99wHkC,An Intraday Analysis of Stock Market Liquidity,Joe Lange,NEEDS_JUDGE,"no annotation, no verdict yet",
352,JlBJAAAAYAAJ,Transaction Costs and Institutional Investor Trading Strategies,"Robert Alan Schwartz, David K. Whitcomb",NEEDS_JUDGE,"no annotation, no verdict yet",
353,-B5NAQAAMAAJ,"An Analysis of Market Organization, Order Strategy and Market Quality",Gail Michele Belonsky,NEEDS_JUDGE,"no annotation, no verdict yet",
354,brAsAQAAIAAJ,Financial Futures and Options Markets,Robert T. Daigler,NEEDS_JUDGE,"no annotation, no verdict yet",
355,mDLHDRtFVEgC,Effects of Trading Halt System on Market Functioning,"Jun Muranaga, Tokiko Shimizu",NEEDS_JUDGE,"no annotation, no verdict yet",
356,78EiAQAAMAAJ,An Ordered Probit Analysis of Transaction Stock Prices,"Jerry A. Hausman, Andrew Wen-Chuan Lo, Archie Craig MacKinlay",NEEDS_JUDGE,"no annotation, no verdict yet",
357,BfS3AAAAIAAJ,International Investments,Bruno H. Solnik,NEEDS_JUDGE,"no annotation, no verdict yet",
358,xKlHAAAAYAAJ,Limit Order Book as a Market for Liquidity,"Thierry Foucault, Ohad Kadan, Eugene Kandel",NEEDS_JUDGE,"no annotation, no verdict yet",
359,UM8JAQAAMAAJ,Performance of International Securities Markets,Heiko Schmiedel,NEEDS_JUDGE,"no annotation, no verdict yet",
360,YVVSAQAAIAAJ,Regulating Exchanges and Alternative Trading Systems,"Jonathan R. Macey, Maureen O'Hara",NEEDS_JUDGE,"no annotation, no verdict yet",
361,4pbwAAAAMAAJ,Share Liquidity and Corporate Efforts to Enhance it,Maria Gårdängen,NEEDS_JUDGE,"no annotation, no verdict yet",
362,57fuAAAAMAAJ,Financial Modelling,Andrzej M. J. Skulimowski,NEEDS_JUDGE,"no annotation, no verdict yet",
363,_rC3AAAAIAAJ,The Challenge of Information Technology for the Securities Markets,Salomon Brothers Center for the Study of Financial Institutions,NEEDS_JUDGE,"no annotation, no verdict yet",
364,ZerzAAAAMAAJ,Financial Statement Analysis and Security Valuation,Stephen H. Penman,AUTO_KEEP,"manual annotation (8 anns, max strength 1.0)",
365,a1EPAQAAMAAJ,Financial Statement Analysis,Charles H. Gibson,NEEDS_JUDGE,"no annotation, no verdict yet",
366,KGgPAQAAMAAJ,Financial Statement Analysis,"Ray Ball, S. P. Kothari",NEEDS_JUDGE,"no annotation, no verdict yet",
367,8TwPAQAAMAAJ,Financial Reporting and Statement Analysis,Clyde P. Stickney,NEEDS_JUDGE,"no annotation, no verdict yet",
368,Tg9LAAAAYAAJ,Analysis of American and Canadian Securities for the Use of English Investors,Kenneth Ffarington Bellairs,NEEDS_JUDGE,"no annotation, no verdict yet",
369,c-m2AAAAIAAJ,Financial Statement Analysis,Leopold A. Bernstein,NEEDS_JUDGE,"no annotation, no verdict yet",
370,EmYPAQAAMAAJ,Modern Strategy for Successful Investing,"Keith V. Smith, David K. Eiteman",NEEDS_JUDGE,"no annotation, no verdict yet",
371,UuBDAQAAIAAJ,Practical Financial Statement Analysis,Roy A. Foulke,NEEDS_JUDGE,"no annotation, no verdict yet",
