corpus_row,google_volume_id,title,author,dedup_norm_key,duplicate_group,group_size,is_canonical,suggested_canonical_title
164,zYMwAi5ZfhQC,Individual Investor's Guide to Computerized Investing,"American Association of Individual Investors, Amer",individual investor s guide computerized investing|investors,156,2,False,The Individual Investor's Guide to Computerized Investing
165,GHG3p6H8XXsC,All About Stock Market Strategies,"David Brown, Kassandra Bentley",all about stock market strategies|brown,160,1,True,All About Stock Market Strategies
166,I2Qe26bkXpgC,"High-Probability Trading, Chapter 10 - Making the High Probability Trades",Marcel Link,high probability trading chapter 10 making high probability trades|link,161,1,True,"High-Probability Trading, Chapter 10 - Making the High Probability Trades"
167,PJUua8Z1SHAC,All About Market Timing,Leslie Masonson,all about market timing|masonson,162,1,True,All About Market Timing
168,enB5DwAAQBAJ,Trend Trading for a Living (PB),Thomas K. Carr,trend trading living pb|carr,163,1,True,Trend Trading for a Living (PB)
169,vmsKEqZkFBYC,Managing a Hedge Fund,Keith H. Black,managing hedge fund|black,164,1,True,Managing a Hedge Fund
170,QTgfnM_ylxYC,Successful Investing with Fidelity Funds,Jack Bowers,successful investing with fidelity funds|bowers,165,1,True,Successful Investing with Fidelity Funds
171,FlR3oYhlwb4C,Momentum Stock Selection: Using The Momentum Method For Maximum Profits,Jake Bernstein,momentum stock selection|bernstein,166,1,True,Momentum Stock Selection: Using The Momentum Method For Maximum Profits
172,Lh7YHl9yiAYC,Building Reliable Trading Systems,Keith Fitschen,building reliable trading systems|fitschen,167,1,True,Building Reliable Trading Systems
173,UhGUzQEACAAJ,The Book of Back-tests,Sofien Kaabar,book back tests|kaabar,168,1,True,The Book of Back-tests
174,du5qDwAAQBAJ,CFA Program Curriculum 2019 Level III Volumes 1-6 Box Set,CFA Institute,cfa program curriculum 2019 level iii volumes 1 6 box set|institute,169,1,True,CFA Program Curriculum 2019 Level III Volumes 1-6 Box Set
175,ZHW7DwAAQBAJ,Applications of Computational Intelligence in Data-Driven Trading,Cris Doloc,applications computational intelligence data driven trading|doloc,170,1,True,Applications of Computational Intelligence in Data-Driven Trading
176,Yr0aZdSQA2kC,Managing Investment Portfolios,"John L. Maginn, Donald L. Tuttle, Dennis W. McLeavey, Jerald E. Pinto",managing investment portfolios|maginn,102,2,True,Managing Investment Portfolios
177,kR1wAAAAQBAJ,Market Microstructure in Emerging and Developed Markets,"H. Kent Baker, Halil Kiymaz",market microstructure emerging developed markets|baker,171,1,True,Market Microstructure in Emerging and Developed Markets
178,jyv8EAAAQBAJ,C++ High Performance for Financial Systems,Ariel Silahian,c high performance financial systems|silahian,172,1,True,C++ High Performance for Financial Systems
179,OCY60QEACAAJ,Market Microstructure and Algorithmic Trading,Venice Trex,market microstructure algorithmic trading|trex,173,1,True,Market Microstructure and Algorithmic Trading
180,-uxaAAAAYAAJ,The Microstructure of Financial Derivatives Markets,"Brenda González-Hermosillo, Bank of Canada",microstructure financial derivatives markets|gonzález-hermosillo,174,1,True,The Microstructure of Financial Derivatives Markets
181,6l0DDQAAQBAJ,High-Frequency Trading,Irene Aldridge,high frequency trading|aldridge,175,1,True,High-Frequency Trading
182,RR2m9vsSqboC,Market Microstructure,"Frédéric Abergel, Jean-Philippe Bouchaud, Thierry Foucault, Charles-Albert Lehalle, Mathieu Rosenbaum",market microstructure|abergel,176,1,True,Market Microstructure
183,EuU2CwAAQBAJ,The Role of Market-Maker/Dealer Inventories in the Price Formation Process,Evelyn Rill,role market maker dealer inventories price formation process|rill,177,1,True,The Role of Market-Maker/Dealer Inventories in the Price Formation Process
184,RzOIDwAAQBAJ,Lecture Notes In Market Microstructure And Trading,Peter Joakim Westerholm,lecture notes market microstructure trading|westerholm,178,1,True,Lecture Notes In Market Microstructure And Trading
185,ZfQJAQAAMAAJ,Encyclopedia of Business Ethics and Society,Robert W. Kolb,encyclopedia business ethics society|kolb,179,1,True,Encyclopedia of Business Ethics and Society
186,S_0GEQAAQBAJ,Financial Statement Analysis for Value Investing,"Stephen Penman, Peter F. Pope",financial statement analysis value investing|penman,180,1,True,Financial Statement Analysis for Value Investing
187,_aN7swEACAAJ,Financial Statement Analysis,Andrew P. C.,financial statement analysis|c.,181,1,True,Financial Statement Analysis
188,te4FEQAAQBAJ,Investment Analysis and Portfolio Management,"Dr.Girija Nandini, Dr.Pramod Kumar Patjoshi",investment analysis portfolio management|nandini,182,1,True,Investment Analysis and Portfolio Management
189,IlizCgAAQBAJ,Quantitative Investment Analysis,"Richard A. DeFusco, Dennis W. McLeavey, Jerald E. Pinto, David E. Runkle, Mark J. P. Anson",quantitative investment analysis|defusco,183,1,True,Quantitative Investment Analysis
190,2cl6EAAAQBAJ,Financial Statement Analysis,"Martin S. Fridson, Fernando Alvarez",financial statement analysis|fridson,184,2,False,Financial Statement Analysis
191,UUeaAAAAQBAJ,Financial Statement Analysis,"Martin S. Fridson, Fernando Alvarez",financial statement analysis|fridson,184,2,True,Financial Statement Analysis
192,B_wwBgAAQBAJ,International Financial Statement Analysis,"Thomas R. Robinson, Elaine Henry, Wendy L. Pirie, Michael A. Broihahn",international financial statement analysis|robinson,185,2,False,International Financial Statement Analysis
193,w5JR5o6QGI4C,Financial Reporting and Analysis,Lawrence Revsine,financial reporting analysis|revsine,186,1,True,Financial Reporting and Analysis
194,8cAiAwAAQBAJ,Asian Financial Statement Analysis,"ChinHwee Tan, Thomas R. Robinson",asian financial statement analysis|tan,187,1,True,Asian Financial Statement Analysis
195,Nya7Nls60RgC,Investment Analysis & Portfolio Selection,"Herbert E. Phillips, John C. Ritchie",investment analysis portfolio selection|phillips,188,1,True,Investment Analysis & Portfolio Selection
196,hWXHTSkKsVEC,International Financial Statement Analysis,"Thomas R. Robinson, Hennie van Greuning, CFA, Elaine Henry, Michael A. Broihahn",international financial statement analysis|robinson,185,2,True,International Financial Statement Analysis
197,7_krPwAACAAJ,Financial Statement Analysis and Security Valuation,Stephen Penman,financial statement analysis security valuation|penman,189,2,True,Financial Statement Analysis and Security Valuation
198,M4GzEAAAQBAJ,Fundamental Analysis For Dummies,Matthew Krantz,fundamental analysis dummies|krantz,190,1,True,Fundamental Analysis For Dummies
199,K6t3q8sVcocC,Financial and Management Accounting,"Diamond, Hansen",financial management accounting|diamond,191,1,True,Financial and Management Accounting
200,u7IYEQAAQBAJ,High-Performance Algorithmic Trading Using AI,Melick R. Baranasooriya,high performance algorithmic trading using ai|baranasooriya,192,1,True,High-Performance Algorithmic Trading Using AI
201,PUXxAAAAQBAJ,Professional Automated Trading,Eugene A. Durenard,professional automated trading|durenard,193,1,True,Professional Automated Trading
202,MqlMEQAAQBAJ,The Evolution of On-Chain Trading,Dwayne Anderson,evolution chain trading|anderson,194,1,True,The Evolution of On-Chain Trading
203,KUq7EQAAQBAJ,Treasury Bond Futures and Options,"Owain Johnson, Eric Leininger, Jonathan Kronstein, Agha Mirza",treasury bond futures options|johnson,195,1,True,Treasury Bond Futures and Options
204,F-7hM6Fc36AC,Breaking the Black Box,Martin J. Pring,breaking black box|pring,196,1,True,Breaking the Black Box
205,tkj7zGTNlmEC,All About Technical Analysis,Constance M. Brown,all about technical analysis|brown,197,1,True,All About Technical Analysis
206,RLDa-quGM8MC,Secrets of the SOES Bandit,"Harvey I. Houtkin, David Waldman",secrets soes bandit|houtkin,198,1,True,Secrets of the SOES Bandit
207,5z3BDgAAQBAJ,Currency Kings: How Billionaire Traders Made their Fortune Trading Forex and How You Can Too,Ben Robson,currency kings|robson,199,1,True,Currency Kings: How Billionaire Traders Made their Fortune Trading Forex and How You Can Too
208,e9Fx3qMbt48C,The Trading Systems Toolkit,Joe Krutsinger,trading systems toolkit|krutsinger,200,1,True,The Trading Systems Toolkit
209,yxHOYMzHTUYC,Mastering Futures Trading,Bo Yoder,mastering futures trading|yoder,201,1,True,Mastering Futures Trading
210,sAm7AAAAIAAJ,International Directory of Company Histories,"Tina Grant, Thomas Derdak",international directory company histories|grant,202,1,True,International Directory of Company Histories
211,LmnU0QEACAAJ,Algorithmic FX & Currency Trading with Python,"Vincent Bisette, James Preston",algorithmic fx currency trading with python|bisette,203,1,True,Algorithmic FX & Currency Trading with Python
212,ySLJEQAAQBAJ,Zero-Fee Illusion,Ada T. Thornhill,zero fee illusion|thornhill,204,1,True,Zero-Fee Illusion
213,tNjEK17eth4C,Strategic Trading in Illiquid Markets,Burkart Mönch,strategic trading illiquid markets|mönch,205,1,True,Strategic Trading in Illiquid Markets
214,c97m0QEACAAJ,The Structural Trading Constitution,Donovan Sandifer,structural trading constitution|sandifer,206,1,True,The Structural Trading Constitution
215,R05zEQAAQBAJ,The Liquidity Blueprint,Ishan Saraf,liquidity blueprint|saraf,207,1,True,The Liquidity Blueprint
216,N1eGEQAAQBAJ,"The Hidden Cost Trap: Uncovering Fees, Spreads, and Slippage—and the Simple Strategies to Keep More of Your Money",Quentin Ashbourne,hidden cost trap|ashbourne,208,1,True,"The Hidden Cost Trap: Uncovering Fees, Spreads, and Slippage—and the Simple Strategies to Keep More of Your Money"
217,OAib0QEACAAJ,Market Microstructure & High-Frequency Trading,"Hayden Van Der Post, James Preston",market microstructure high frequency trading|post,209,1,True,Market Microstructure & High-Frequency Trading
218,ypHi0QEACAAJ,Architecting AI Forex Trading Systems,Konstantin Titov,architecting ai forex trading systems|titov,210,1,True,Architecting AI Forex Trading Systems
219,dcqv0QEACAAJ,Reinforcement Learning for Live Market Execution,Sterling Whitmore,reinforcement learning live market execution|whitmore,211,1,True,Reinforcement Learning for Live Market Execution
220,urS70QEACAAJ,Execution Intelligence,James Preston,execution intelligence|preston,212,1,True,Execution Intelligence
221,kIPd0QEACAAJ,Nonlinear Risk Systems,James Preston,nonlinear risk systems|preston,213,1,True,Nonlinear Risk Systems
222,yrFbEAAAQBAJ,Trading and Investing for Beginners,Rubén Villahermosa,trading investing beginners|villahermosa,214,1,True,Trading and Investing for Beginners
223,e_G4AAAAIAAJ,Financial Market Liberalization,Olin Lewis Wethington,financial market liberalization|wethington,215,1,True,Financial Market Liberalization
224,skQUAQAAMAAJ,Protecting Shareholder Value,Abraham M. George,protecting shareholder value|george,216,1,True,Protecting Shareholder Value
225,oG0uAQAAIAAJ,Towards Harmonious Society,Alfred Aisedionlen,towards harmonious society|aisedionlen,217,1,True,Towards Harmonious Society
226,UMcPs3gyA6oC,Impact of the COVID-19 Pandemic on Trade and Development,United Nations Publications,impact covid 19 pandemic trade development|publications,218,1,True,Impact of the COVID-19 Pandemic on Trade and Development
227,5E0nAQAAIAAJ,"American Book Publishing Record Cumulative, 1876-1949",R.R. Bowker Company. Department of Bibliography,american book publishing record cumulative 1876 1949|bibliography,219,1,True,"American Book Publishing Record Cumulative, 1876-1949"
228,1-YEAQAAIAAJ,Basics of Multilateral Institutions and Multinational Organizations,G. Gregory Letterman,basics multilateral institutions multinational organizations|letterman,220,1,True,Basics of Multilateral Institutions and Multinational Organizations
229,XZSPvoEQMCMC,Monetary Policy in the Countries of the European Economic Community,European Economic Community. Monetary Committee,monetary policy countries european economic community|committee,221,1,True,Monetary Policy in the Countries of the European Economic Community
230,r2ymAAAAIAAJ,European Monetary Union,Georges Caravelis,european monetary union|caravelis,222,1,True,European Monetary Union
231,KerLEQAAQBAJ,Value Investing: A Guide for Individual Investors,Miguel A. Muñoz,value investing|muñoz,223,1,True,Value Investing: A Guide for Individual Investors
232,rRH9EAAAQBAJ,"Value Investing Essentials: Principles, Strategies, and Insights",Abhishek Parihar,value investing essentials|parihar,224,1,True,"Value Investing Essentials: Principles, Strategies, and Insights"
233,leX6EAAAQBAJ,Stock Market Investing Course,Brian Smith,stock market investing course|smith,225,1,True,Stock Market Investing Course
234,NaMQEQAAQBAJ,Mastering Stock Market Investing: From History to Strategy,HECTOR J. M,mastering stock market investing|m,226,1,True,Mastering Stock Market Investing: From History to Strategy
235,7QVFAAAAYAAJ,Fundamentals of Investment Management,"Geoffrey A. Hirt, Stanley B. Block",fundamentals investment management|hirt,227,1,True,Fundamentals of Investment Management
236,TnoeAQAAIAAJ,Fundamentals of Investments,"Gordon J. Alexander, William F. Sharpe, Jeffery V. Bailey",fundamentals investments|alexander,228,1,True,Fundamentals of Investments
237,ctoTAQAAIAAJ,Investing in the Nigerian Capital Market,Suleiman Akwu-Odo Salihu Aruwa,investing nigerian capital market|aruwa,229,1,True,Investing in the Nigerian Capital Market
238,qKBzRDHHD2IC,Valuing Financial Institutions,Z. Christopher Mercer,valuing financial institutions|mercer,230,1,True,Valuing Financial Institutions
239,OugJAQAAMAAJ,Electronic Swing Trading for Maximum Profit,Misha T. Sarkovich,electronic swing trading maximum profit|sarkovich,231,1,True,Electronic Swing Trading for Maximum Profit
240,SGYPAQAAMAAJ,Practical Investment Management,Robert A. Strong,practical investment management|strong,232,1,True,Practical Investment Management
241,3OAJAQAAMAAJ,Active Asset Allocation,"Walter R. Good, Jack R. Meyer",active asset allocation|good,233,1,True,Active Asset Allocation
242,FvwJAQAAMAAJ,Investing with Exchange-Traded Funds Made Easy,Marvin Appel,investing with exchange traded funds made easy|appel,234,1,True,Investing with Exchange-Traded Funds Made Easy
243,gk4UAQAAMAAJ,Value Investing Today,Charles H. Brandes,value investing today|brandes,235,1,True,Value Investing Today
244,vna3AAAAIAAJ,Investment Banking and Investment Opportunities in China,K. Thomas Liaw,investment banking investment opportunities china|liaw,236,1,True,Investment Banking and Investment Opportunities in China
245,QouyAAAAIAAJ,Finance and Investment Handbook,"John Downes, Jordan Elliot Goodman",finance investment handbook|downes,237,1,True,Finance and Investment Handbook
246,KIsrAQAAMAAJ,The Intelligent Guide to Stock Market Investment,"Kevin Keasey, Robert Hudson, Kevin Littler",intelligent guide stock market investment|keasey,238,1,True,The Intelligent Guide to Stock Market Investment
247,g21aAAAAYAAJ,Value Investing with the Masters,Kirk Kazanjian,value investing with masters|kazanjian,239,1,True,Value Investing with the Masters
248,a20PAQAAMAAJ,"Financial Institutions, Investments, and Management",Herbert B. Mayo,financial institutions investments management|mayo,240,1,True,"Financial Institutions, Investments, and Management"
249,GeYJAQAAMAAJ,"Investing with the Insiders, Legally","Aaron B. Feigen, Donald James Christensen",investing with insiders legally|feigen,241,1,True,"Investing with the Insiders, Legally"
250,su0JAQAAMAAJ,The Psychology of Electronic Trading,Brendon C. W. Seeto,psychology electronic trading|seeto,242,1,True,The Psychology of Electronic Trading
251,gxsWAQAAMAAJ,British Financial Markets and Institutions,"Jenifer Piesse, K. V. Peasnell, Charles W. R. Ward",british financial markets institutions|piesse,243,1,True,British Financial Markets and Institutions
252,sgVDAAAAIAAJ,Fundamentals of Investment,Samuel O. Rice,fundamentals investment|rice,244,1,True,Fundamentals of Investment
253,JlLtAAAAMAAJ,The Pension Plan Investor,Daniel M. Kehrer,pension plan investor|kehrer,245,1,True,The Pension Plan Investor
254,AyAjCpE6G04C,Technical Analysis of the Futures Markets,John J. Murphy,technical analysis futures markets|murphy,246,1,True,Technical Analysis of the Futures Markets
255,yQwwBwAAQBAJ,Technical Analysis Of Stock Market For Beginners,Stock Market Guru,technical analysis stock market beginners|guru,247,1,True,Technical Analysis Of Stock Market For Beginners
256,ZRzJoUYAYFoC,The Day Trader's Manual,William F. Eng,day trader s manual|eng,248,1,True,The Day Trader's Manual
257,zlAUAQAAMAAJ,Jake Bernstein's Facts on Futures,Jacob Bernstein,jake bernstein s facts futures|bernstein,249,1,True,Jake Bernstein's Facts on Futures
258,3tgpAQAAMAAJ,How the Average Investor Can Use Technical Analysis for Stock Profits,James Dines,how average investor can use technical analysis stock profits|dines,250,1,True,How the Average Investor Can Use Technical Analysis for Stock Profits
259,x9SwAAAAIAAJ,International Money and Foreign Exchange Markets,Julian Walmsley,international money foreign exchange markets|walmsley,251,1,True,International Money and Foreign Exchange Markets
260,N6CxAAAAIAAJ,The Valuation of Shares and the Efficient-markets Theory,Michael Arthur Firth,valuation shares efficient markets theory|firth,252,1,True,The Valuation of Shares and the Efficient-markets Theory
261,9FGyAAAAIAAJ,How Well Do Foreign Exchange Markets Function,Jeffrey A. Frankel,how well do foreign exchange markets function|frankel,253,1,True,How Well Do Foreign Exchange Markets Function
262,XYYhzUWOs78C,Booms and busts,James Ciment,booms busts|ciment,254,1,True,Booms and busts
263,UdbBAAAAIAAJ,Behavioral Finance,"Joachim Goldberg, Rüdiger von Nitzsch",behavioral finance|goldberg,255,1,True,Behavioral Finance
264,7583AAAAMAAJ,"Writer's Market, 1997",Kirsten C. Holm,writer s market 1997|holm,256,1,True,"Writer's Market, 1997"
265,0UIUAQAAMAAJ,Timing the Market,Curtis M. Arnold,timing market|arnold,257,1,True,Timing the Market
266,WrwWvgL1YRkC,The Corporation Trust Company's Federal Trade Commission Service: Docket of complaints; Stipulations,Corporation Trust Company,corporation trust company s federal trade commission service|company,258,1,True,The Corporation Trust Company's Federal Trade Commission Service: Docket of complaints; Stipulations
267,BJUpAQAAMAAJ,Financial Futures,"Carroll R. Melton, Terry Vance Pukula",financial futures|melton,259,1,True,Financial Futures
268,Iw5BDwAAQBAJ,Risk Management for Forex Trading Beginners,J.R. Bosanko,risk management forex trading beginners|bosanko,260,1,True,Risk Management for Forex Trading Beginners
269,rvMJAQAAMAAJ,Global Investment Risk Management,Ezra Zask,global investment risk management|zask,261,1,True,Global Investment Risk Management
270,nYZFDwAAQBAJ,Risk Management for Forex Trading Beginners,Jose Pecunia,risk management forex trading beginners|pecunia,262,1,True,Risk Management for Forex Trading Beginners
271,nGrsAAAAMAAJ,Economic Review,Federal Reserve Bank of Atlanta,economic review|atlanta,263,1,True,Economic Review
272,t1IPAQAAMAAJ,Financial Engineering,John Francis Marshall,financial engineering|marshall,264,1,True,Financial Engineering
273,QXnsAAAAMAAJ,Chasing Alpha,Philip Augar,chasing alpha|augar,265,1,True,Chasing Alpha
274,LxsWAQAAMAAJ,The Current State of Business Disciplines: Finance,Shri Bhagwan Dahiya,current state business disciplines|dahiya,266,1,True,The Current State of Business Disciplines: Finance
275,pdvm-2qT2hIC,Report of the Trade and Development Board ...,United Nations Conference on Trade and Development. Trade and Development Board,report trade development board|trade,267,1,True,Report of the Trade and Development Board ...
276,gaoYNaEUGm0C,The Internet Investor,J. Timothy Maude,internet investor|maude,268,1,True,The Internet Investor
277,DmEPAQAAMAAJ,Behavioral Finance,Hersh Shefrin,behavioral finance|shefrin,269,1,True,Behavioral Finance
278,CZQMoJbYfn4C,Annual Report,Suomen Pankki,annual report|pankki,270,1,True,Annual Report
279,Vqjfnk0pf2kC,Planning Your First International Investment Trip,Canada. Department of Foreign Affairs and International Trade. Investment Marketing Division,planning your international investment trip|affairs,271,1,True,Planning Your First International Investment Trip
280,QyVFAAAAYAAJ,Forest Carbon and Local Livelihoods,"Joyotee Smith, Sara J. Scherr",forest carbon local livelihoods|smith,272,1,True,Forest Carbon and Local Livelihoods
281,uBYWAQAAMAAJ,Proceedings of the Insurance Accounting and Systems Association,Insurance Accounting and Systems Association,proceedings insurance accounting systems association|accounting,273,1,True,Proceedings of the Insurance Accounting and Systems Association
282,vMJLAAAAYAAJ,The Redemption of Labour,Cecil Balfour Phipson,redemption labour|phipson,274,1,True,The Redemption of Labour
283,jH5AAQAAIAAJ,Takeovers and Freezeouts,"Martin Lipton, Erica H. Steinberger",takeovers freezeouts|lipton,275,1,True,Takeovers and Freezeouts
284,WKowAQAAMAAJ,The New Science of Asset Allocation,Warren E. Bitters,science asset allocation|bitters,276,1,True,The New Science of Asset Allocation
285,pyIUAQAAMAAJ,Managing Pension Funds in a Volatile Environment,Patrick J. Davey,managing pension funds volatile environment|davey,277,1,True,Managing Pension Funds in a Volatile Environment
286,Iv0gqPfGTq4C,Annual Report,Hong Kong Monetary Authority,annual report|authority,278,1,True,Annual Report
287,aqPXEQAAQBAJ,Trading Psychology and Decision Making,Chism Faustino,trading psychology decision making|faustino,279,1,True,Trading Psychology and Decision Making
288,Z0yBEQAAQBAJ,Trading Psychology: Mastering Your Mind in the Crypto Markets,Rozan Spirit,trading psychology|spirit,280,1,True,Trading Psychology: Mastering Your Mind in the Crypto Markets
289,0M7m5EhDRFsC,Three Essays on Behavioral Finance,Gabriele M. Lepori,three essays behavioral finance|lepori,281,1,True,Three Essays on Behavioral Finance
290,1KdHAAAAYAAJ,Psychological Traits and Trading Strategies,Bruno Biais,psychological traits trading strategies|biais,282,1,True,Psychological Traits and Trading Strategies
291,_yw-AQAAIAAJ,Insider Trading,"William K. S. Wang, Marc I. Steinberg",insider trading|wang,283,1,True,Insider Trading
292,FnwrAQAAMAAJ,Counterintuitive Investing,Harlan D. Platt,counterintuitive investing|platt,284,1,True,Counterintuitive Investing
293,_mlaAAAAYAAJ,Technical Analysis,"Charles D. Kirkpatrick, Julie R. Dahlquist",technical analysis|kirkpatrick,285,1,True,Technical Analysis
294,CUQSAQAAIAAJ,Social Simulation,"Bruce Edmonds, Cesareo Hernandez, Klaus G. Troitzsch",social simulation|edmonds,286,1,True,Social Simulation
295,gaaZAAAAIAAJ,Pioneers of Financial Economics: Twentieth-century contributions,"Geoffrey Poitras, Franck Jovanovic",pioneers financial economics|poitras,287,1,True,Pioneers of Financial Economics: Twentieth-century contributions
296,79s-AQAAIAAJ,Securities Regulation,"John C. Coffee, Hillary A. Sale",securities regulation|coffee,288,1,True,Securities Regulation
297,EM5XAAAAYAAJ,The Psychology of Investing,John R. Nofsinger,psychology investing|nofsinger,289,1,True,The Psychology of Investing
298,Dk1xwkeqGI8C,"A THEORY OF OVERCONFIDENCE, SELF-ATTRIBUTIONS AND SECURITY MARKET UNDER- AND OVERRACTIONS",KENT DANIEL,theory overconfidence self attributions security market under overractions|daniel,290,1,True,"A THEORY OF OVERCONFIDENCE, SELF-ATTRIBUTIONS AND SECURITY MARKET UNDER- AND OVERRACTIONS"
299,EB9JAAAAYAAJ,Cornell University Courses of Study,Cornell University,cornell university courses study|university,291,1,True,Cornell University Courses of Study
300,C_YJAQAAMAAJ,From Early Warning Systems to Asset Managers' Behavior,Daniela Beckmann,from early warning systems asset managers behavior|beckmann,292,1,True,From Early Warning Systems to Asset Managers' Behavior
301,kQdFAAAAYAAJ,Investments,"Frank K. Reilly, Edgar Norton",investments|reilly,293,1,True,Investments
302,25qyAAAAIAAJ,Dictionary of Finance and Investment Terms,"John Downes, Jordan Elliot Goodman",dictionary finance investment terms|downes,294,1,True,Dictionary of Finance and Investment Terms
303,O-zrAAAAMAAJ,Investment Cycles in Capitalist Economies,Jerry Courvisanos,investment cycles capitalist economies|courvisanos,295,1,True,Investment Cycles in Capitalist Economies
304,Y1Y-gTPm0AMC,Comprehensive Annual Financial Report,Fire and Police Pension Association of Colorado,comprehensive annual financial report|fire,296,1,True,Comprehensive Annual Financial Report
305,hnerUBxF0esC,Forbes,Bertie Charles Forbes,forbes|forbes,297,1,True,Forbes
306,ko626Pmb70cC,International Journal of Production Economics,Elsevier,international journal production economics|elsevier,298,1,True,International Journal of Production Economics
307,duUJAQAAMAAJ,A Practical Guide to Sovereign Wealth Funds,Adnan Hassan,practical guide sovereign wealth funds|hassan,299,1,True,A Practical Guide to Sovereign Wealth Funds
308,FSG3AAAAIAAJ,"Banking, Financial Integration, and International Crises","Leonardo Hernández, Klaus Schmidt-Hebbel",banking financial integration international crises|hernández,300,1,True,"Banking, Financial Integration, and International Crises"
309,GIUnAQAAIAAJ,International Handbook of Development Economics,"Amitava Krishna Dutt, Jaime Ros",international handbook development economics|dutt,301,1,True,International Handbook of Development Economics
310,KV2SuNO1r8AC,Catalog,University of Colorado Boulder,catalog|boulder,302,1,True,Catalog
311,PKn6aOHVBgMC,Congressional Record,United States. Congress,congressional record|congress,303,1,True,Congressional Record
312,PlnIUbpCi6gC,Access Register,Canada,access register|canada,304,1,True,Access Register
313,jEyyAAAAIAAJ,International Trade and Business Cycles,Marianne Baxter,international trade business cycles|baxter,305,1,True,International Trade and Business Cycles
314,sX63AAAAIAAJ,World Economic Interdependence and the Evolving North-South Relationship,Organisation for Economic Co-operation and Development,world economic interdependence evolving north south relationship|co-operation,306,1,True,World Economic Interdependence and the Evolving North-South Relationship
315,YyRZAAAAYAAJ,Surplus Capacity in the International Metals Industry,"John Cordes, Thomas F. Torries",surplus capacity international metals industry|cordes,307,1,True,Surplus Capacity in the International Metals Industry
316,R8nxAAAAMAAJ,Trustee Investment Strategy for Endowments and Foundations,Chris Russell,trustee investment strategy endowments foundations|russell,308,1,True,Trustee Investment Strategy for Endowments and Foundations
317,OJjwAAAAMAAJ,Rekindling Investment for Economic Development in Nigeria,Nigerian Economic Society. Annual Conference,rekindling investment economic development nigeria|conference,309,1,True,Rekindling Investment for Economic Development in Nigeria
318,s9Y3AQAAIAAJ,Aanwinsten van de Centrale Bibliotheek (Queteletfonds),Bibliothèque centrale (Fonds Quetelet),aanwinsten van de centrale bibliotheek queteletfonds|quetelet),310,1,True,Aanwinsten van de Centrale Bibliotheek (Queteletfonds)
319,aRxqslpQs5EC,Index to Overhead Transparencies,National Information Center for Educational Media,index overhead transparencies|media,311,1,True,Index to Overhead Transparencies
320,fpJYAAAAYAAJ,Index to Educational Overhead Transparencies,National Information Center for Educational Media,index educational overhead transparencies|media,312,1,True,Index to Educational Overhead Transparencies
321,W1cdAQAAMAAJ,Transactions Costs and Internal Labor Markets,Sherwin Rosen,transactions costs internal labor markets|rosen,313,1,True,Transactions Costs and Internal Labor Markets
322,QpxUcdX9rK0C,Tax Neutrality and Intangible Capital,"Don Fullerton, Andrew B. Lyon",tax neutrality intangible capital|fullerton,314,1,True,Tax Neutrality and Intangible Capital
323,wWZZAAAAYAAJ,Contraction and Expansion,Richard Barry Freeman,contraction expansion|freeman,315,1,True,Contraction and Expansion
324,KWFHAQAAIAAJ,Can States Stop Corporate Takeovers?,Sharon Pamepinto,can states stop corporate takeovers|pamepinto,316,1,True,Can States Stop Corporate Takeovers?
325,IicNAQAAMAAJ,The Parliamentary Debates (Hansard).,Great Britain. Parliament. House of Lords,parliamentary debates hansard|lords,317,1,True,The Parliamentary Debates (Hansard).
326,bSAuAAAAMAAJ,Marketing and Economic Development,"James E. Littlefield, Magdolna Csath",marketing economic development|littlefield,318,1,True,Marketing and Economic Development
327,tbiAEQAAQBAJ,Python for Automated Trading Systems,J.P.Morgan,python automated trading systems|j.p.morgan,319,1,True,Python for Automated Trading Systems
328,0eYJAQAAMAAJ,Strategic Futures Trading,Jacob Bernstein,strategic futures trading|bernstein,320,1,True,Strategic Futures Trading
329,JdgpAQAAMAAJ,Computerized Trading,Mark Jurik,computerized trading|jurik,321,1,True,Computerized Trading
330,mtoJAQAAMAAJ,Electronic Currency Trading for Maximum Profit,"Keith Long, Kurt Walter",electronic currency trading maximum profit|long,322,1,True,Electronic Currency Trading for Maximum Profit
331,U4kiAQAAMAAJ,The Compleat Day-trader,Jacob Bernstein,compleat day trader|bernstein,323,1,True,The Compleat Day-trader
332,0o0WAQAAMAAJ,The C.F.A. Digest,Institute of Chartered Financial Analysts,c f digest|analysts,324,1,True,The C.F.A. Digest
333,Uu4JAQAAMAAJ,What Works in Online Trading,Mark Etzkorn,what works online trading|etzkorn,325,1,True,What Works in Online Trading
334,BM8QAQAAMAAJ,Getting More Out of TIAA-CREF,John J. Harrigan,getting more out tiaa cref|harrigan,326,1,True,Getting More Out of TIAA-CREF
335,gnVaAAAAYAAJ,The Austrian Financial Markets,Wolfgang Müller,austrian financial markets|müller,327,1,True,The Austrian Financial Markets
336,P9IJAQAAMAAJ,How to Select Top-performing Mutual Fund Investments,"Aaron H. Coleman, David H. Coleman",how select top performing mutual fund investments|coleman,328,1,True,How to Select Top-performing Mutual Fund Investments
337,j-QbAQAAMAAJ,Emerging Governance Practices in Enterprise Risk Management,Matteo Tonello,emerging governance practices enterprise risk management|tonello,329,1,True,Emerging Governance Practices in Enterprise Risk Management
