created_at,annotation_type,book_key,corpus_row,google_volume_id,canonical_isbn_13,isbn_13,isbn_10,title,author,concept_slug,concept_name,parent_slug,parent_name,strength,strength_label,notes
2026-05-16T07:52:41+00:00,manual,isbn13:9780071376952,114,aSDkFQtysy8C,9780071376952,9780071376952,007137695X,Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk,"Richard C. Grinold, Ronald N. Kahn",passive_vs_active_portfolio_management,Passive vs Active Portfolio Management,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,1.0,confirmed,Strong active-vs-benchmark framing: hold benchmark when forecasts match consensus; active management exists when forecasts differ. Ch. 2 and Ch. 16.
2026-05-16T07:52:58+00:00,manual,isbn13:9780071376952,114,aSDkFQtysy8C,9780071376952,9780071376952,007137695X,Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk,"Richard C. Grinold, Ronald N. Kahn",position_sizing,Position Sizing,risk_management,Risk Management,1.0,confirmed,"Portfolio construction converts alphas, covariance estimates, costs, and risk aversion into active holdings. Ch. 12."
2026-05-16T07:53:15+00:00,manual,isbn13:9780071376952,114,aSDkFQtysy8C,9780071376952,9780071376952,007137695X,Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk,"Richard C. Grinold, Ronald N. Kahn",exposure_and_concentration_limits,Exposure and Concentration Limits,risk_management,Risk Management,1.0,confirmed,"Teaches factor exposures, benchmark/cash neutrality, control variables, sector and size exposure matching, and avoiding unintended concentration. Ch. 3, 11, 12, 14."
2026-05-16T07:53:39+00:00,manual,isbn13:9780071376952,114,aSDkFQtysy8C,9780071376952,9780071376952,007137695X,Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk,"Richard C. Grinold, Ronald N. Kahn",strategy_design_and_rule_definition,Strategy Design and Rule Definition,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,"Formalizes the active management process from raw information to refined forecasts to portfolio construction; Fundamental Law defines skill/breadth constraints. Ch. 1, 6, 10, 16."
2026-05-16T07:54:11+00:00,manual,isbn13:9780071376952,114,aSDkFQtysy8C,9780071376952,9780071376952,007137695X,Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk,"Richard C. Grinold, Ronald N. Kahn",backtesting_and_strategy_validation,Backtesting and Strategy Validation,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,"Covers information analysis, performance evaluation with t-statistics/IR/IC, data-mining controls, and out-of-sample testing. Ch. 11."
2026-05-16T07:54:34+00:00,manual,isbn13:9780071376952,114,aSDkFQtysy8C,9780071376952,9780071376952,007137695X,Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk,"Richard C. Grinold, Ronald N. Kahn",execution_quality_and_trade_implementation,Execution Quality and Trade Implementation,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,execution_quality_and_trade_implementation
2026-05-16T07:55:25+00:00,manual,isbn13:9780071376952,114,aSDkFQtysy8C,9780071376952,9780071376952,007137695X,Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk,"Richard C. Grinold, Ronald N. Kahn",journaling_and_performance_review,Journaling and Performance Review,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,"Covers performance analysis: distinguishing skill from luck, attribution, identifying which bets worked, and improving the investment process. Ch. 14"
2026-05-16T07:55:50+00:00,manual,isbn13:9780071376952,114,aSDkFQtysy8C,9780071376952,9780071376952,007137695X,Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk,"Richard C. Grinold, Ronald N. Kahn",portfolio_rebalancing,Portfolio Rebalancing,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,0.5,weak,"Present through turnover, moving from current to target portfolio, and value-added/turnover tradeoffs, but not classic periodic rebalancing. Ch. 13."
2026-05-16T07:56:16+00:00,manual,isbn13:9780071376952,114,aSDkFQtysy8C,9780071376952,9780071376952,007137695X,Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk,"Richard C. Grinold, Ronald N. Kahn",liquidity_and_market_depth,Liquidity and Market Depth,market_foundations,Market Foundations,0.5,weak,"Secondary coverage through market microstructure, liquidity suppliers, inventory risk, trade size, urgency, spreads, market impact, and costs. Ch. 13."
2026-05-16T07:56:35+00:00,manual,isbn13:9780071376952,114,aSDkFQtysy8C,9780071376952,9780071376952,007137695X,Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk,"Richard C. Grinold, Ronald N. Kahn",diversification,Diversification,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,0.5,weak,"Present through breadth, independent forecasts, diversified active bets, and factor-model diversification, but not mainly retail asset-allocation diversification. Ch. 6-7."
2026-05-16T07:56:56+00:00,manual,isbn13:9780071376952,114,aSDkFQtysy8C,9780071376952,9780071376952,007137695X,Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk,"Richard C. Grinold, Ronald N. Kahn",price_formation_and_market_efficiency,Price Formation and Market Efficiency,market_foundations,Market Foundations,0.5,weak,"CAPM, consensus expected returns, benchmark efficiency logic, and EMH are discussed, but price formation itself is not deeply taught. Ch. 2 and 14."
2026-05-16T07:57:15+00:00,manual,isbn13:9780071376952,114,aSDkFQtysy8C,9780071376952,9780071376952,007137695X,Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk,"Richard C. Grinold, Ronald N. Kahn",intrinsic_value_estimation,Intrinsic Value Estimation,fundamental_analysis_and_valuation,Fundamental Analysis and Valuation,0.5,weak,"Valuation appears through DDM, risk-adjusted expectations, growth forecasts, and implied growth rates, but is secondary to active portfolio management. Ch. 8-9."
2026-05-16T08:04:18+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",chart_patterns_and_price_action,Chart Patterns and Price Action,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Central coverage. Ch. 6-12 teach reversal patterns, H&S, triangles, rectangles, double/triple tops, broadening formations, diamonds, wedges, flags, pennants, and gaps; Ch. 33 tactical review."
2026-05-16T08:04:41+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",trend_analysis,Trend Analysis,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Central coverage. Ch. 14-15 teach trendlines, channels, uptrends/downtrends, penetration validity, throwbacks, corrective trends, and major trend channels; Ch. 29 applies trendlines."
2026-05-16T08:05:00+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",support_and_resistance,Support and Resistance,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Ch. 13 is directly on support/resistance: definitions, role reversal, volume, locating levels, break implications, round numbers, historical levels, and panic moves; Ch. 30 applies levels to entries/stops."
2026-05-16T08:05:19+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",volume_analysis,Volume Analysis,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Volume is repeatedly taught for pattern confirmation and interpretation: H&S in Ch. 6, triangles in Ch. 8, support/resistance in Ch. 13, and volume signals in Ch. 28."
2026-05-16T08:05:38+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",market_structure_and_regime_identification,Market Structure and Regime Identification,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Teaches regime identification through Dow Theory and bull/bear trend phases in Ch. 3-5.1, plus Magee Evaluative Index for bull/bear tops and bottoms in Ch. 38."
2026-05-16T08:06:20+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",stop_loss_and_exit_rules,Stop-Loss and Exit Rules,risk_management,Risk Management,1.0,confirmed,"Ch. 27 is devoted to stop orders, including protective stops, stop levels, stop distances, and progressive stops; Ch. 30 covers placing stops; Ch. 34 summarizes when to get out."
2026-05-16T08:06:41+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",position_sizing,Position Sizing,risk_management,Risk Management,1.0,confirmed,"Direct trade sizing coverage: Ch. 26 determining trade size and risk; Ch. 40 capital to use in trading; Ch. 42 formula using entry, stop, risk factor, capital, and risk per trade."
2026-05-16T08:07:06+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",leverage_and_margin_risk,Leverage and Margin Risk,risk_management,Risk Management,1.0,confirmed,"Ch. 20 covers leverage, Ch. 25 margin and short selling, Ch. 41 composite leverage by market condition, and Appendix B discusses composite leverage and greater risk from margin."
2026-05-16T08:07:30+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",exposure_and_concentration_limits,Exposure and Concentration Limits,risk_management,Risk Management,1.0,confirmed,"Ch. 42 covers portfolio risk posture, over/undertrading, risk per trade, single-stock risk, portfolio risk and measurement, plus reducing overexposure by hedging or eliminating positions."
2026-05-16T08:07:47+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",diversification,Diversification,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,1.0,confirmed,"Ch. 22 covers diversification in stock selection, Ch. 31 ""Not All in One Basket"" covers diversification costs/benefits, and Ch. 38 covers balanced and diversified posture."
2026-05-16T08:08:17+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",strategy_design_and_rule_definition,Strategy Design and Rule Definition,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,"Teaches rule-based technical trading through Ch. 28 Three Days Away Rule and basing points, Ch. 30 support/resistance buying rules, Ch. 33 tactical review, and Ch. 34 tactical summary."
2026-05-16T08:08:31+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",trade_planning_and_preparation,Trade Planning and Preparation,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,"Part 2 is Trading Tactics. Ch. 18-24 cover tactical problem, chart/data preparation, stock selection, high-risk stock management, probable moves; Ch. 29 applies to buy/sell/short/cover."
2026-05-16T08:08:53+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",momentum_and_technical_indicators,Momentum and Technical Indicators,technical_analysis_and_market_structure,Technical Analysis and Market Structure,0.5,weak,"Present but secondary. Ch. 36 covers moving averages and appendix/glossary mentions MACD, RSI, OBV, Bollinger Bands, stochastics; main emphasis is classical chart analysis."
2026-05-16T08:09:12+00:00,manual,isbn13:9781351631433,49,cVJmDwAAQBAJ,9781351631433,9781351631433,1351631438,Technical Analysis of Stock Trends,"Robert D. Edwards, John Magee, W.H.C. Bassetti",drawdown_management,Drawdown Management,risk_management,Risk Management,0.5,weak,"Present inside Ch. 42 risk-management framework: average drawdown, maximum drawdown, realized losses, profit/loss ratios, and portfolio risk stats, but not a standalone major topic."
2026-05-16T08:14:29+00:00,manual,isbn13:9781119029748,192,B_wwBgAAQBAJ,9781119029748,9781119029748,1119029740,International Financial Statement Analysis,"Thomas R. Robinson, Elaine Henry, Wendy L. Pirie, Michael A. Broihahn",financial_statement_analysis,Financial Statement Analysis,fundamental_analysis_and_valuation,Fundamental Analysis and Valuation,1.0,confirmed,"Core concept. Structured around FSA: Ch. 1 framework, Ch. 4 income statement, Ch. 5 balance sheet, Ch. 6 cash flow, Ch. 7 analysis techniques, Ch. 9 applications, Ch. 17 reporting quality."
2026-05-16T08:14:51+00:00,manual,isbn13:9781119029748,192,B_wwBgAAQBAJ,9781119029748,9781119029748,1119029740,International Financial Statement Analysis,"Thomas R. Robinson, Elaine Henry, Wendy L. Pirie, Michael A. Broihahn",earnings_growth_and_profitability_drivers,"Earnings, Growth, and Profitability Drivers",fundamental_analysis_and_valuation,Fundamental Analysis and Valuation,1.0,confirmed,"Strong chapter-level coverage of revenue/expense recognition, EPS, income statement ratios, profitability ratios, DuPont analysis, and forecasting future net income/cash flow. Ch. 4, 7, 9."
2026-05-16T08:15:13+00:00,manual,isbn13:9781119029748,192,B_wwBgAAQBAJ,9781119029748,9781119029748,1119029740,International Financial Statement Analysis,"Thomas R. Robinson, Elaine Henry, Wendy L. Pirie, Michael A. Broihahn",valuation_multiples_and_relative_valuation,Valuation Multiples and Relative Valuation,fundamental_analysis_and_valuation,Fundamental Analysis and Valuation,0.5,weak,"Present as an FSA application rather than full valuation text. Covers valuation ratios, market-based valuation inputs, and screening for equity investments. Ch. 7 and Ch. 9."
2026-05-16T08:15:30+00:00,manual,isbn13:9781119029748,192,B_wwBgAAQBAJ,9781119029748,9781119029748,1119029740,International Financial Statement Analysis,"Thomas R. Robinson, Elaine Henry, Wendy L. Pirie, Michael A. Broihahn",intrinsic_value_estimation,Intrinsic Value Estimation,fundamental_analysis_and_valuation,Fundamental Analysis and Valuation,0.5,weak,"Secondary coverage. Discusses projections of future performance, FCFF/FCFE, and valuation implications, but full intrinsic valuation methodology is not central. Ch. 6 and Ch. 9."
2026-05-16T08:15:48+00:00,manual,isbn13:9781119029748,192,B_wwBgAAQBAJ,9781119029748,9781119029748,1119029740,International Financial Statement Analysis,"Thomas R. Robinson, Elaine Henry, Wendy L. Pirie, Michael A. Broihahn",business_quality_and_competitive_advantage,Business Quality and Competitive Advantage,fundamental_analysis_and_valuation,Fundamental Analysis and Valuation,0.5,weak,"Teaches evaluation of company performance, profitability, cash generation, segment performance, and accounting/management quality; moat/competitive advantage is not central. Ch. 7, 9, 17."
2026-05-16T08:16:06+00:00,manual,isbn13:9781119029748,192,B_wwBgAAQBAJ,9781119029748,9781119029748,1119029740,International Financial Statement Analysis,"Thomas R. Robinson, Elaine Henry, Wendy L. Pirie, Michael A. Broihahn",asset_classes_and_financial_instruments,Asset Classes and Financial Instruments,market_foundations,Market Foundations,0.5,weak,"Covers financial assets/liabilities, equity, bonds, leases, debt with equity features, intercorporate investments, and securities, but from accounting/analysis angle. Ch. 5, 13, 15."
2026-05-16T08:16:33+00:00,manual,isbn13:9781119029748,192,B_wwBgAAQBAJ,9781119029748,9781119029748,1119029740,International Financial Statement Analysis,"Thomas R. Robinson, Elaine Henry, Wendy L. Pirie, Michael A. Broihahn",credit_debt_and_financial_crises,"Credit, Debt, and Financial Crises",macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",0.5,weak,"Covers firm-level credit/debt analysis: solvency ratios, credit analysis, rating process, long-term debt, covenants, leases, and off-balance-sheet financing; not crisis-focused. Ch. 7, 9, 13."
2026-05-16T08:16:55+00:00,manual,isbn13:9781119029748,192,B_wwBgAAQBAJ,9781119029748,9781119029748,1119029740,International Financial Statement Analysis,"Thomas R. Robinson, Elaine Henry, Wendy L. Pirie, Michael A. Broihahn",currency_and_global_macro_forces,Currency and Global Macro Forces,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",0.5,weak,"Covers foreign currency transactions, FX exposure, translation of foreign-currency statements, and hyperinflationary economies; not broad global macro investing. Ch. 16."
2026-05-16T08:23:20+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,asset_classes_and_financial_instruments,Asset Classes and Financial Instruments,market_foundations,Market Foundations,1.0,confirmed,"Central comparison of stocks, bonds, bills, gold, commodities, and real returns in Ch. 1; Ch. 15 also explains stock index futures, index options, and SPDRs."
2026-05-16T08:23:37+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,risk_return_tradeoff,Risk-Return Tradeoff,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,1.0,confirmed,"Ch. 2 directly teaches risk/return measurement, holding-period risk, stock-bond correlation, efficient frontiers, and risk-return tradeoffs across portfolio mixes."
2026-05-16T08:23:53+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,asset_allocation,Asset Allocation,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,1.0,confirmed,Ch. 2 gives recommended stock allocations by risk tolerance and holding period; Ch. 20 applies long-run portfolio structuring.
2026-05-16T08:24:16+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,time_horizon_and_goal_based_investing,Time Horizon and Goal-Based Investing,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,1.0,confirmed,Core thesis is long-horizon equity investing; Ch. 2 treats holding periods and Ch. 20 is explicitly about structuring portfolios for long-term growth.
2026-05-16T08:24:35+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,diversification,Diversification,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,1.0,confirmed,"Ch. 2 covers stock-bond diversification through correlation and efficient frontiers; Ch. 9 covers global diversification, foreign equities, correlations, and optimal foreign allocation."
2026-05-16T08:24:51+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,inflation_and_purchasing_power,Inflation and Purchasing Power,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",1.0,confirmed,"Ch. 1 uses real returns and purchasing power; Ch. 11 centrally covers stocks as inflation hedges, short-term inflation weakness, rates, and inflation distortions."
2026-05-16T08:25:07+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,interest_rates_and_monetary_policy,Interest Rates and Monetary Policy,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",1.0,confirmed,"Ch. 10 covers money, gold, central banks, Federal Reserve money creation, and how the Fed affects interest rates; Ch. 14 links economic data to Fed policy."
2026-05-16T08:25:28+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,business_cycles_and_market_cycles,Business Cycles and Market Cycles,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",1.0,confirmed,"Ch. 12 is directly titled Stocks and the Business Cycle and covers business-cycle dating, stock returns around turning points, cycle timing, and prediction difficulty."
2026-05-16T08:25:51+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,economic_indicators_and_data_interpretation,Economic Indicators and Data Interpretation,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",1.0,confirmed,"Ch. 14 covers stocks, bonds, and economic data: market reaction principles, employment reports, inflation reports, core inflation, employment costs, and Fed policy."
2026-05-16T08:26:07+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,valuation_multiples_and_relative_valuation,Valuation Multiples and Relative Valuation,fundamental_analysis_and_valuation,Fundamental Analysis and Valuation,1.0,confirmed,"Ch. 5 covers P/E, book value, Tobin's Q, market value to GDP, and valuation sentiment; Ch. 6 covers P/E and P/B value criteria; Ch. 7 discusses justified P/E for growth stocks."
2026-05-16T08:26:26+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,passive_vs_active_portfolio_management,Passive vs Active Portfolio Management,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,1.0,confirmed,"Ch. 19 directly evaluates funds, managers, beating the market, underperformance, costs, and the practical case for low-cost market-matching strategies."
2026-05-16T08:26:43+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,earnings_growth_and_profitability_drivers,"Earnings, Growth, and Profitability Drivers",fundamental_analysis_and_valuation,Fundamental Analysis and Valuation,0.5,weak,"Present through Ch. 5 on dividends, earnings, shareholder value, economic growth, earnings growth and P/E, plus Ch. 7 on earnings-growth valuation; not a company-level profitability manual."
2026-05-16T08:26:57+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,currency_and_global_macro_forces,Currency and Global Macro Forces,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",0.5,weak,"Ch. 9 covers global investing, foreign stock returns, exchange-rate risk, dollar risk, FX hedging, and the European exchange-rate mechanism, but secondary to long-run equity thesis."
2026-05-16T08:27:10+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,leverage_and_margin_risk,Leverage and Margin Risk,risk_management,Risk Management,0.5,weak,"Ch. 15 explains futures margin, leverage, SPDRs, options, hedging, and risks of controlling large stock exposure with little capital; useful but not central."
2026-05-16T08:27:29+00:00,manual,isbn13:9781264269815,145,l46JEAAAQBAJ,9781264269815,9781264269815,1264269811,"Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition",Jeremy J. Siegel,backtesting_and_strategy_validation,Backtesting and Strategy Validation,strategy_systems_and_execution,"Strategy, Systems, and Execution",0.5,weak,"Ch. 17 tests moving-average strategies and backtests the 200-day moving average; Ch. 18 examines calendar anomalies, but this is empirical evaluation rather than full system design."
2026-05-16T08:32:39+00:00,manual,isbn13:9780134137162,42,62-9CgAAQBAJ,9780134137162,9780134137162,0134137167,Technical Analysis,"Charles D. Kirkpatrick II, Julie R. Dahlquist",trend_analysis,Trend Analysis,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Ch. 2 is The Basic Principle of Technical Analysis-The Trend; Part III is Trend Analysis; Ch. 12 teaches trend basics, directional trends, channels, retracements, and trend lines."
2026-05-16T08:32:55+00:00,manual,isbn13:9780134137162,42,62-9CgAAQBAJ,9780134137162,9780134137162,0134137167,Technical Analysis,"Charles D. Kirkpatrick II, Julie R. Dahlquist",support_and_resistance,Support and Resistance,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Ch. 12 directly teaches trading ranges, support/resistance, reversal points, channels, pullbacks/throwbacks, speed lines, and support/resistance projections; Ch. 13 extends into breakouts and stops."
2026-05-16T08:33:17+00:00,manual,isbn13:9780134137162,42,62-9CgAAQBAJ,9780134137162,9780134137162,0134137167,Technical Analysis,"Charles D. Kirkpatrick II, Julie R. Dahlquist",chart_patterns_and_price_action,Chart Patterns and Price Action,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Part IV is dedicated to chart pattern analysis: bar chart patterns, point-and-figure patterns, short-term patterns, gaps, reversals, volatility patterns, intraday patterns, and candlesticks."
2026-05-16T08:33:32+00:00,manual,isbn13:9780134137162,42,62-9CgAAQBAJ,9780134137162,9780134137162,0134137167,Technical Analysis,"Charles D. Kirkpatrick II, Julie R. Dahlquist",volume_analysis,Volume Analysis,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Ch. 6 includes Importance of Volume; Ch. 18 covers trend confirmation through volume, volume statistics, volume oscillators, volume spikes, and open interest."
2026-05-16T08:33:51+00:00,manual,isbn13:9780134137162,42,62-9CgAAQBAJ,9780134137162,9780134137162,0134137167,Technical Analysis,"Charles D. Kirkpatrick II, Julie R. Dahlquist",momentum_and_technical_indicators,Momentum and Technical Indicators,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Ch. 8 covers breadth/strength indicators; Ch. 14 covers moving averages, directional movement, envelopes, channels, and bands; Ch. 18 covers momentum, confirmation, and oscillators."
2026-05-16T08:34:07+00:00,manual,isbn13:9780134137162,42,62-9CgAAQBAJ,9780134137162,9780134137162,0134137167,Technical Analysis,"Charles D. Kirkpatrick II, Julie R. Dahlquist",market_structure_and_regime_identification,Market Structure and Regime Identification,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Teaches market-state classification through Dow Theory, primary/secondary/minor trends, trading ranges, breadth, market strength, cycles, and market/issue selection."
2026-05-16T08:34:29+00:00,manual,isbn13:9780134137162,42,62-9CgAAQBAJ,9780134137162,9780134137162,0134137167,Technical Analysis,"Charles D. Kirkpatrick II, Julie R. Dahlquist",business_cycles_and_market_cycles,Business Cycles and Market Cycles,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",1.0,confirmed,"Ch. 9 covers temporal patterns/cycles including Kondratieff waves, historical, presidential, election, and seasonal patterns; Ch. 19 is a full chapter on cycle analysis/projections."
2026-05-16T08:34:45+00:00,manual,isbn13:9780134137162,42,62-9CgAAQBAJ,9780134137162,9780134137162,0134137167,Technical Analysis,"Charles D. Kirkpatrick II, Julie R. Dahlquist",strategy_design_and_rule_definition,Strategy Design and Rule Definition,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,"Ch. 22 System Design and Testing covers why systems are necessary, discretionary vs nondiscretionary systems, system design requirements, initial decisions, and types of technical systems."
